Latitude,Longitude,City,Month,Day,Minutes,% of day duration,Zip
36.807137,-83.26552,Coalgood,4,15,789.78,0.548,40818
36.827233,-83.4645,Coldiron,4,15,789.83,0.548,40819
37.123196,-85.27561,Columbia,4,15,790.54,0.549,42728
36.755242,-89.10667,Columbus,4,15,789.69,0.548,42032
37.266633,-83.21226,Combs,4,15,790.87,0.549,41729
37.263348,-83.39943,Confluence,4,15,790.86,0.549,41730
36.937426,-84.1031,Corbin,4,15,790.09,0.549,40702
36.942035,-84.10685,Corbin,4,15,790.1,0.549,40701
38.484843,-84.61017,Corinth,4,15,793.85,0.551,41010
37.115385,-83.08501,Cornettsville,4,15,790.51,0.549,41731
37.743264,-87.73173,Corydon,4,15,792.05,0.55,42406
39.0752,-84.52064,Covington,4,15,795.33,0.552,41011
39.067811,-84.5039,Covington,4,15,795.31,0.552,41014
39.087593,-84.55057,Covington,4,15,795.36,0.552,41016
38.944663,-84.520501,Covington,4,15,795,0.552,41012
38.944663,-84.520501,Covington,4,15,795,0.552,41019
37.928563,-85.49036,Coxs Creek,4,15,792.49,0.55,40013
37.455879,-84.48753,Crab Orchard,4,15,791.33,0.55,40419
36.766134,-83.16117,Cranks,4,15,789.68,0.548,40820
37.336533,-88.079607,Crayne,4,15,791.07,0.549,42033
38.3386,-85.492459,Crestwood,4,15,793.49,0.551,40081
38.335106,-85.4584,Crestwood,4,15,793.48,0.551,40014
38.788439,-84.602,Crittenden,4,15,794.61,0.552,41030
37.970507,-83.125202,Crockett,4,15,792.57,0.55,41413
37.04413,-87.48219,Crofton,4,15,790.37,0.549,42217
37.185228,-82.69447,Cromona,4,15,790.67,0.549,41810
37.349023,-86.76565,Cromwell,4,15,791.09,0.549,42333
37.304661,-86.12987,Cub Run,4,15,790.98,0.549,42729
36.972292,-82.99572,Cumberland,4,15,790.17,0.549,40823
36.911107,-88.84412,Cunningham,4,15,790.06,0.549,42035
37.745491,-87.112823,Curdsville,4,15,792.05,0.55,42334
37.753533,-86.21654,Custer,4,15,792.06,0.55,40115
38.397678,-84.2939,Cynthiana,4,15,793.63,0.551,41031
37.416008,-83.993588,Dabolt,4,15,791.24,0.549,40421
37.550496,-82.6933,Dana,4,15,791.55,0.55,41615
37.644426,-84.78862,Danville,4,15,791.79,0.55,40422
37.624659,-84.845767,Danville,4,15,791.74,0.55,40423
37.587133,-82.87272,David,4,15,791.64,0.55,41616
37.183465,-87.68413,Dawson Springs,4,15,790.7,0.549,42408
36.840955,-83.37539,Dayhoit,4,15,789.86,0.549,40824
39.10941,-84.46986,Dayton,4,15,795.41,0.552,41074
38.773111,-84.44889,De Mossville,4,15,794.57,0.552,41033
37.241284,-82.75013,Deane,4,15,790.81,0.549,41812
37.775385,-82.57034,Debord,4,15,792.09,0.55,41214
37.029744,-83.08919,Delphia,4,15,790.31,0.549,41735
37.392257,-82.78204,Dema,4,15,791.17,0.549,41859
37.933123,-83.52303,Denniston,4,15,792.48,0.55,40316
38.251159,-82.83496,Denton,4,15,793.26,0.551,41132
37.771963,-82.865092,Denver,4,15,792.09,0.55,41215
36.855044,-83.739,Dewitt,4,15,789.9,0.549,40930
36.731901,-88.24594,Dexter,4,15,789.63,0.548,42036
37.370521,-83.23714,Dice,4,15,791.12,0.549,41736
37.52165,-87.69701,Dixon,4,15,791.51,0.55,42409
37.279027,-82.57732,Dorton,4,15,790.9,0.549,41520
38.730747,-83.88762,Dover,4,15,794.46,0.552,41034
36.983441,-86.394012,Drake,4,15,790.22,0.549,42128
37.227223,-87.01349,Drakesboro,4,15,790.8,0.549,42337
37.496608,-82.75942,Drift,4,15,791.42,0.55,41619
38.691006,-84.6418,Dry Ridge,4,15,794.36,0.552,41035
36.8395,-85.55526,Dubre,4,15,789.87,0.549,42731
37.170909,-86.767822,Dunbar,4,15,790.67,0.549,42219
37.559872,-86.77254,Dundee,4,15,791.6,0.55,42338
37.094139,-86.9746,Dunmor,4,15,790.48,0.549,42339
37.180186,-85.02396,Dunnville,4,15,790.68,0.549,42528
37.623492,-82.72417,Dwale,4,15,791.73,0.55,41621
37.348289,-83.11137,Dwarf,4,15,791.07,0.549,41739
37.157866,-88.183598,Dycusburg,4,15,790.64,0.549,42037
37.275896,-87.51498,Earlington,4,15,790.92,0.549,42410
37.231717,-84.13026,East Bernstadt,4,15,790.79,0.549,40729
37.756007,-82.81931,East Point,4,15,792.05,0.55,41216
37.514748,-82.81097,Eastern,4,15,791.47,0.55,41622
37.606543,-86.10413,Eastview,4,15,791.71,0.55,42732
38.22977,-85.66304,Eastwood,4,15,793.23,0.551,40018
37.051386,-88.03613,Eddyville,4,15,790.39,0.549,42038
36.988613,-85.58534,Edmonton,4,15,790.22,0.549,42129
37.690636,-83.074592,Edna,4,15,791.89,0.55,41419
36.91297,-85.775282,Eighty Eight,4,15,790.05,0.549,42130
37.915077,-86.14434,Ekron,4,15,792.46,0.55,40117
37.704287,-85.86403,Elizabethtown,4,15,791.94,0.55,42701
37.723474,-85.976854,Elizabethtown,4,15,791.99,0.55,42702
38.3481,-83.718626,Elizaville,4,15,793.51,0.551,41037
37.353227,-85.1628,Elk Horn,4,15,791.09,0.549,42733
37.997666,-83.16103,Elkfork,4,15,792.64,0.55,41421
37.300397,-82.39516,Elkhorn City,4,15,790.95,0.549,41522
36.887716,-87.18526,Elkton,4,15,789.99,0.549,42220
38.176471,-83.268234,Elliottville,4,15,793.08,0.551,40317
37.690636,-83.074592,Elsie,4,15,791.89,0.55,41422
38.365096,-83.27206,Emerson,4,15,793.54,0.551,41135
38.370336,-85.17208,Eminence,4,15,793.57,0.551,40019
36.705162,-84.14595,Emlyn,4,15,789.54,0.548,40730
37.348377,-83.04938,Emmalena,4,15,791.07,0.549,41740
37.048238,-82.81775,Eolia,4,15,790.35,0.549,40826
37.147687,-83.737014,Eriline,4,15,790.59,0.549,40931
39.013755,-84.60229,Erlanger,4,15,795.17,0.552,41018
37.150537,-82.79468,Ermine,4,15,790.59,0.549,41815
37.043142,-83.48892,Essie,4,15,790.34,0.549,40827
36.82928,-85.90806,Etoile,4,15,789.85,0.549,42131
37.250746,-84.61781,Eubank,4,15,790.84,0.549,42567
36.86772,-83.17747,Evarts,4,15,789.92,0.549,40828
38.424954,-83.86286,Ewing,4,15,793.7,0.551,41039
37.891486,-83.44413,Ezel,4,15,792.38,0.55,41425
38.106135,-85.75362,Fairdale,4,15,792.92,0.551,40118
37.93388,-85.385382,Fairfield,4,15,792.5,0.55,40080
37.9348,-85.38765,Fairfield,4,15,792.5,0.55,40020
37.045089,-85.29683,Fairplay,4,15,790.36,0.549,42735
36.898071,-87.496529,Fairview,4,15,790.02,0.549,42221
37.784924,-82.99783,Falcon,4,15,792.12,0.55,41426
37.147687,-83.737014,Fall Rock,4,15,790.59,0.549,40932
37.600179,-86.52846,Falls Of Rough,4,15,791.7,0.55,40119
38.656527,-84.32811,Falmouth,4,15,794.27,0.552,41040
36.800353,-88.83224,Fancy Farm,4,15,789.8,0.548,42039
38.140258,-83.533691,Farmers,4,15,792.99,0.551,40319
36.614839,-88.5005,Farmington,4,15,789.36,0.548,42040
37.424071,-82.23762,Fedscreek,4,15,791.24,0.549,41524
37.067452,-84.60301,Ferguson,4,15,790.4,0.549,42533
38.147801,-85.33158,Finchville,4,15,793.02,0.551,40022
38.688142,-83.04838,Firebrick,4,15,794.35,0.552,41137
38.182772,-85.43238,Fisherville,4,15,793.11,0.551,40023
37.30636,-83.090441,Fisty,4,15,790.97,0.549,41743
36.867971,-83.74576,Flat Lick,4,15,789.93,0.549,40935
37.933492,-82.90279,Flatgap,4,15,792.48,0.55,41219
38.52032,-82.72175,Flatwoods,4,15,793.93,0.551,41139
38.418131,-83.72497,Flemingsburg,4,15,793.68,0.551,41041
38.983853,-84.64401,Florence,4,15,795.1,0.552,41042
38.962372,-84.747789,Florence,4,15,795.04,0.552,41022
37.968496,-84.157766,Ford,4,15,792.58,0.55,40320
37.437194,-82.518527,Fords Branch,4,15,791.28,0.549,41526
37.655016,-86.69303,Fordsville,4,15,791.83,0.55,42343
37.641773,-82.27793,Forest Hills,4,15,791.77,0.55,41527
36.654943,-87.46188,Fort Campbell,4,15,789.45,0.548,42223
37.895491,-85.9662,Fort Knox,4,15,792.41,0.55,40121
39.0358,-84.546445,Fort Mitchell,4,15,795.23,0.552,41000
39.076011,-84.45127,Fort Thomas,4,15,795.33,0.552,41075
39.08359,-84.450912,Fort Thomas,4,15,795.35,0.552,41705
38.765448,-84.16998,Foster,4,15,794.55,0.552,41043
36.721319,-85.96139,Fountain Run,4,15,789.59,0.548,42133
36.871254,-83.829985,Fourmile,4,15,789.93,0.549,40939
36.607234,-83.92535,Frakes,4,15,789.31,0.548,40940
38.201649,-84.86935,Frankfort,4,15,793.15,0.551,40601
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40619
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40618
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40622
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40604
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40620
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40621
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40603
38.234133,-84.874809,Frankfort,4,15,793.23,0.551,40602
36.718074,-86.58202,Franklin,4,15,789.59,0.548,42134
36.758166,-86.581957,Franklin,4,15,789.68,0.548,42135
37.216778,-88.01438,Fredonia,4,15,790.78,0.549,42411
37.220735,-88.061294,Fredonia,4,15,790.79,0.549,42011
37.561944,-82.13471,Freeburn,4,15,791.57,0.55,41528
37.937105,-83.63429,Frenchburg,4,15,792.5,0.55,40322
39.036361,-84.56801,Ft Mitchell,4,15,795.23,0.552,41017
36.532059,-88.89132,Fulton,4,15,789.17,0.548,42041
36.655006,-85.80866,Gamaliel,4,15,789.44,0.548,42140
37.690636,-83.074592,Gapville,4,15,791.89,0.55,41433
37.675627,-86.23001,Garfield,4,15,791.88,0.55,40140
37.36778,-82.91535,Garner,4,15,791.11,0.549,41817
37.176075,-83.66608,Garrard,4,15,790.66,0.549,40941
37.470216,-82.8409,Garrett,4,15,791.36,0.55,41630
38.570194,-83.14301,Garrison,4,15,794.05,0.551,41141
37.328336,-83.4399,Gays Creek,4,15,791.02,0.549,41745
38.221179,-84.55465,Georgetown,4,15,793.2,0.551,40324
38.63785,-83.96651,Germantown,4,15,794.23,0.552,41044
38.724439,-85.05007,Ghent,4,15,794.45,0.552,41045
36.97877,-88.28273,Gilbertsville,4,15,790.22,0.549,42044
36.947113,-83.8506,Girdler,4,15,790.11,0.549,40943
36.946326,-85.957797,Glasgow,4,15,790.13,0.549,42142
36.970776,-85.91232,Glasgow,4,15,790.18,0.549,42141
38.742296,-84.81223,Glencoe,4,15,794.49,0.552,41046
37.59641,-85.92294,Glendale,4,15,791.68,0.55,42740
36.98182,-85.22988,Glens Fork,4,15,790.21,0.549,42741
38.309597,-85.643359,Glenview,4,15,793.42,0.551,40025
37.147687,-83.737014,Goose Rock,4,15,790.59,0.549,40944
36.98586,-83.06497,Gordon,4,15,790.2,0.549,41819
38.411964,-85.57066,Goshen,4,15,793.68,0.551,40026
36.847924,-87.6579,Gracey,4,15,789.9,0.549,42232
37.098391,-85.50199,Gradyville,4,15,790.48,0.549,42742
37.240117,-87.29396,Graham,4,15,790.83,0.549,42344
38.282767,-83.0727,Grahn,4,15,793.34,0.551,41142
37.031683,-88.24498,Grand Rivers,4,15,790.34,0.549,42045
37.561722,-85.0227,Gravel Switch,4,15,791.59,0.55,40328
36.930995,-83.98146,Gray,4,15,790.08,0.549,40734
37.395468,-83.908492,Gray Hawk,4,15,791.19,0.549,40434
36.797447,-83.264497,Grays Knob,4,15,789.76,0.548,40829
38.323106,-82.94997,Grayson,4,15,793.44,0.551,41143
38.338445,-82.939541,Grayson,4,15,793.48,0.551,41163
36.966634,-83.83413,Green Road,4,15,790.16,0.549,40946
37.234802,-85.51436,Greensburg,4,15,790.81,0.549,42743
38.552472,-82.86514,Greenup,4,15,794.01,0.551,41144
37.166299,-87.18333,Greenville,4,15,790.66,0.549,42345
37.479754,-82.64922,Grethel,4,15,791.38,0.55,41631
36.772301,-83.33415,Gulston,4,15,789.7,0.548,40830
37.555846,-82.94995,Gunlock,4,15,791.57,0.55,41632
37.894075,-86.20383,Guston,4,15,792.41,0.55,40142
36.673268,-87.18089,Guthrie,4,15,789.49,0.548,42234
36.983441,-86.394012,Hadley,4,15,790.22,0.549,42235
37.780917,-82.82744,Hagerhill,4,15,792.11,0.55,41222
38.206706,-83.41725,Haldeman,4,15,793.15,0.551,40329
36.782131,-86.184088,Halfway,4,15,789.74,0.548,42150
37.088069,-82.99728,Hallie,4,15,790.44,0.549,41821
36.6033,-88.092285,Hamlin,4,15,789.33,0.548,42046
37.2948,-88.41026,Hampton,4,15,790.97,0.549,42047
37.425687,-87.495,Hanson,4,15,791.28,0.55,42413
37.204045,-83.09845,Happy,4,15,790.72,0.549,41746
37.300202,-83.122477,Hardburly,4,15,790.95,0.549,41747
36.765893,-88.26527,Hardin,4,15,789.71,0.548,42048
37.777083,-86.48345,Hardinsburg,4,15,792.12,0.55,40143
37.599893,-82.23349,Hardy,4,15,791.67,0.55,41531
37.199656,-85.73469,Hardyville,4,15,790.73,0.549,42746
36.828285,-83.31856,Harlan,4,15,789.83,0.548,40831
37.750101,-86.39972,Harned,4,15,792.06,0.55,40144
37.509291,-82.63494,Harold,4,15,791.45,0.55,41635
38.329718,-85.63299,Harrods Creek,4,15,793.47,0.551,40027
37.773923,-84.85812,Harrodsburg,4,15,792.11,0.55,40330
37.471839,-86.9063,Hartford,4,15,791.39,0.55,42347
37.882498,-86.76297,Hawesville,4,15,792.38,0.55,42348
37.274854,-83.19061,Hazard,4,15,790.89,0.549,41701
37.320076,-83.206495,Hazard,4,15,791,0.549,41702
36.511681,-88.32543,Hazel,4,15,789.11,0.548,42049
37.797688,-83.36866,Hazel Green,4,15,792.15,0.55,41332
39.0805,-84.68754,Hebron,4,15,795.34,0.552,41048
37.556255,-83.776253,Heidelberg,4,15,791.57,0.55,41333
36.897618,-83.87252,Heidrick,4,15,790,0.549,40949
37.2701,-82.48553,Hellier,4,15,790.88,0.549,41534
36.949181,-83.43129,Helton,4,15,790.12,0.549,40840
37.825094,-87.56055,Henderson,4,15,792.25,0.55,42420
37.807173,-87.599052,Henderson,4,15,792.2,0.55,42419
36.705024,-87.59935,Herndon,4,15,789.56,0.548,42236
36.63667,-85.55275,Hestand,4,15,789.39,0.548,42151
37.398774,-82.73257,Hi Hat,4,15,791.19,0.549,41636
36.558598,-89.19789,Hickman,4,15,789.23,0.548,42050
36.852344,-88.63769,Hickory,4,15,789.92,0.549,42051
38.286314,-83.6512,Hillsboro,4,15,793.35,0.551,41049
37.147687,-83.737014,Hima,4,15,790.59,0.549,40951
37.333551,-82.97212,Hindman,4,15,791.03,0.549,41822
36.943114,-83.81984,Hinkle,4,15,790.1,0.549,40953
37.098753,-85.816472,Hiseville,4,15,790.49,0.549,42152
38.272476,-82.90494,Hitchins,4,15,793.31,0.551,41146
37.566527,-85.71452,Hodgenville,4,15,791.61,0.55,42748
36.665767,-86.04006,Holland,4,15,789.46,0.548,42153
36.868363,-82.96607,Holmes Mill,4,15,789.92,0.549,40843
38.016706,-83.76639,Hope,4,15,792.69,0.55,40334
36.898071,-87.496529,Hopkinsville,4,15,790.02,0.549,42241
36.866845,-87.47617,Hopkinsville,4,15,789.95,0.549,42240
37.433703,-86.66952,Horse Branch,4,15,791.29,0.55,42349
37.176738,-85.88288,Horse Cave,4,15,790.67,0.549,42749
37.058837,-83.38533,Hoskinston,4,15,790.38,0.549,40844
37.598267,-82.27611,Huddy,4,15,791.66,0.55,41535
37.652706,-86.3173,Hudson,4,15,791.82,0.55,40145
37.493888,-82.94192,Hueysville,4,15,791.42,0.55,41640
36.786271,-83.52009,Hulen,4,15,789.73,0.548,40845
37.157967,-86.885846,Huntsville,4,15,790.63,0.549,42251
37.431549,-84.81256,Hustonville,4,15,791.28,0.549,40437
37.17621,-83.38301,Hyden,4,15,790.66,0.549,41749
38.941953,-84.54902,Independence,4,15,794.99,0.552,41051
37.866327,-82.52903,Inez,4,15,792.32,0.55,41224
36.769184,-83.708181,Ingram,4,15,789.69,0.548,40955
37.694764,-83.9771,Irvine,4,15,791.91,0.55,40336
37.88108,-86.31377,Irvington,4,15,792.38,0.55,40146
37.456942,-87.17107,Island,4,15,791.35,0.55,42350
37.398617,-83.704908,Island City,4,15,791.19,0.549,41338
37.194426,-82.88714,Isom,4,15,790.7,0.549,41824
38.061324,-83.05005,Isonville,4,15,792.8,0.551,41149
37.587011,-82.66028,Ivel,4,15,791.64,0.55,41642
37.690636,-83.074592,Ivyton,4,15,791.89,0.55,41444
37.215305,-82.70468,Jackhorn,4,15,790.75,0.549,41825
37.533559,-83.34547,Jackson,4,15,791.51,0.55,41339
38.225087,-83.242129,Jacobs,4,15,793.2,0.551,41150
36.946642,-85.09981,Jamestown,4,15,790.12,0.549,42629
37.207333,-83.13361,Jeff,4,15,790.73,0.549,41751
37.9615,-83.8438,Jeffersonville,4,15,792.56,0.55,40337
37.192483,-82.6235,Jenkins,4,15,790.69,0.549,41537
37.164562,-82.93047,Jeremiah,4,15,790.63,0.549,41826
37.248326,-86.509271,Jetson,4,15,790.85,0.549,42252
37.314335,-82.59506,Jonancy,4,15,790.98,0.549,41538
38.6622,-84.77495,Jonesville,4,15,794.29,0.552,41052
37.583748,-84.80855,Junction City,4,15,791.64,0.55,40440
37.992794,-82.94551,Keaton,4,15,792.63,0.55,41226
36.990797,-84.14124,Keavy,4,15,790.22,0.549,40737
37.942941,-84.64418,Keene,4,15,792.52,0.55,40339
38.944663,-84.520501,Kenton,4,15,795,0.552,41053
36.852687,-83.15917,Kenvir,4,15,789.89,0.549,40847
36.793291,-83.58725,Kettle Island,4,15,789.75,0.548,40958
37.107447,-88.86061,Kevil,4,15,790.53,0.549,42053
37.504315,-82.32797,Kimper,4,15,791.44,0.55,41539
37.351449,-84.7219,Kings Mountain,4,15,791.08,0.549,40442
36.716315,-88.44499,Kirksey,4,15,789.6,0.548,42054
37.303276,-82.77851,Kite,4,15,790.96,0.549,41828
37.242258,-85.20271,Knifley,4,15,790.83,0.549,42753
37.066581,-85.73482,Knob Lick,4,15,790.41,0.549,42154
37.31629,-83.33267,Krypton,4,15,790.99,0.549,41754
37.058356,-88.14097,Kuttawa,4,15,790.41,0.549,42055
37.08716,-88.97616,La Center,4,15,790.48,0.549,42056
36.657405,-87.65633,La Fayette,4,15,789.45,0.548,42254
38.40464,-85.460504,La Grange,4,15,793.66,0.551,40032
38.407833,-85.38475,La Grange,4,15,793.66,0.551,40031
37.470999,-82.829405,Lackey,4,15,791.36,0.55,41643
37.651397,-84.546693,Lancaster,4,15,791.81,0.55,40446
37.667083,-84.59496,Lancaster,4,15,791.84,0.55,40444
37.544465,-82.80178,Langley,4,15,791.54,0.55,41645
39.013062,-84.49419,Latonia,4,15,795.17,0.552,41015
38.012479,-84.94075,Lawrenceburg,4,15,792.69,0.55,40342
37.752473,-82.87484,Leander,4,15,792.04,0.55,41228
37.565894,-85.25148,Lebanon,4,15,791.6,0.55,40033
37.849334,-85.73269,Lebanon Junction,4,15,792.29,0.55,40150
37.387358,-82.95633,Leburn,4,15,791.16,0.549,41831
37.054715,-88.48043,Ledbetter,4,15,790.4,0.549,42058
37.740503,-83.475446,Lee City,4,15,792.02,0.55,41342
37.471943,-86.343941,Leitchfield,4,15,791.38,0.55,42755
37.479797,-86.30731,Leitchfield,4,15,791.4,0.55,42754
36.885169,-83.12461,Lejunior,4,15,789.96,0.549,40849
37.502641,-83.62117,Lerose,4,15,791.44,0.55,41344
37.148006,-82.95634,Letcher,4,15,790.59,0.549,41832
37.020366,-86.94284,Lewisburg,4,15,790.31,0.549,42256
37.918157,-86.89243,Lewisport,4,15,792.47,0.55,42351
38.037847,-84.61645,Lexington,4,15,792.75,0.551,40501
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40546
37.952113,-84.45347,Lexington,4,15,792.54,0.55,40515
38.051727,-84.49336,Lexington,4,15,792.78,0.551,40508
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40596
38.064087,-84.60713,Lexington,4,15,792.81,0.551,40510
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40583
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40590
38.028712,-84.507471,Lexington,4,15,792.72,0.551,40506
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40584
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40580
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40593
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40555
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40533
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40582
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40591
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40522
38.039322,-84.54259,Lexington,4,15,792.75,0.551,40504
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40578
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40574
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40524
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40576
38.071981,-84.38559,Lexington,4,15,792.83,0.551,40516
38.007898,-84.53452,Lexington,4,15,792.67,0.55,40503
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40594
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40575
38.032075,-84.508361,Lexington,4,15,792.73,0.551,40536
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40579
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40588
38.010247,-84.58619,Lexington,4,15,792.68,0.55,40513
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40526
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40585
38.105283,-84.50775,Lexington,4,15,792.91,0.551,40511
38.058477,-84.46109,Lexington,4,15,792.8,0.551,40505
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40589
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40550
38.005199,-84.40954,Lexington,4,15,792.67,0.55,40509
38.047408,-84.49627,Lexington,4,15,792.77,0.551,40507
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40586
37.984907,-84.56691,Lexington,4,15,792.62,0.55,40514
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40577
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40592
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40587
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40544
37.985128,-84.48874,Lexington,4,15,792.62,0.55,40517
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40581
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40523
38.017219,-84.4859,Lexington,4,15,792.7,0.55,40502
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40512
38.028269,-84.471505,Lexington,4,15,792.72,0.551,40595
37.305705,-84.94589,Liberty,4,15,790.98,0.549,42539
37.396574,-82.33349,Lick Creek,4,15,791.18,0.549,41540
37.015283,-84.05872,Lily,4,15,790.28,0.549,40740
37.237211,-86.299361,Lindseyville,4,15,790.82,0.549,42257
37.021403,-82.98159,Linefork,4,15,790.29,0.549,41833
37.270358,-82.9403,Littcarr,4,15,790.88,0.549,41834
37.502836,-87.11162,Livermore,4,15,791.46,0.55,42352
37.302783,-84.21527,Livingston,4,15,790.96,0.549,40445
38.565211,-82.916586,Lloyd,4,15,794.04,0.551,41156
38.434443,-84.96898,Lockport,4,15,793.73,0.551,40036
37.137615,-84.115617,London,4,15,790.57,0.549,40742
37.137615,-84.115617,London,4,15,790.57,0.549,40747
37.060576,-84.071,London,4,15,790.39,0.549,40744
37.137615,-84.115617,London,4,15,790.57,0.549,40748
37.143828,-84.07839,London,4,15,790.58,0.549,40741
37.137615,-84.115617,London,4,15,790.57,0.549,40745
37.137615,-84.115617,London,4,15,790.57,0.549,40746
37.134455,-84.045746,London,4,15,790.56,0.549,40743
37.54418,-83.600784,Lone,4,15,791.54,0.55,41347
37.314848,-82.464979,Lookout,4,15,790.98,0.549,41542
37.652712,-85.41337,Loretto,4,15,791.82,0.55,40037
37.426337,-83.29911,Lost Creek,4,15,791.26,0.549,41348
38.071237,-82.64062,Louisa,4,15,792.82,0.551,41230
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40298
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40296
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40201
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40294
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40293
38.252854,-85.75137,Louisville,4,15,793.28,0.551,40202
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40266
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40233
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40221
38.23067,-85.78665,Louisville,4,15,793.23,0.551,40210
38.19187,-85.75298,Louisville,4,15,793.13,0.551,40209
38.279059,-85.59037,Louisville,4,15,793.35,0.551,40242
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40287
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40261
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40255
38.186126,-85.71304,Louisville,4,15,793.12,0.551,40213
38.141719,-85.86375,Louisville,4,15,793.01,0.551,40258
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40232
38.190568,-85.55348,Louisville,4,15,793.13,0.551,40299
38.214982,-85.62207,Louisville,4,15,793.19,0.551,40220
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40251
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40253
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40292
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40281
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40257
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40259
38.237155,-85.53657,Louisville,4,15,793.24,0.551,40243
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40283
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40285
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40282
38.257489,-85.65134,Louisville,4,15,793.29,0.551,40207
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40289
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40256
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40268
38.22292,-85.68326,Louisville,4,15,793.21,0.551,40205
38.270855,-85.48322,Louisville,4,15,793.33,0.551,40245
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40269
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40252
38.24142,-85.81181,Louisville,4,15,793.26,0.551,40211
38.21632,-85.739,Louisville,4,15,793.19,0.551,40217
38.137586,-85.62741,Louisville,4,15,793,0.551,40228
38.188886,-85.83137,Louisville,4,15,793.13,0.551,40216
38.258941,-85.55574,Louisville,4,15,793.3,0.551,40223
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40295
38.085601,-85.66979,Louisville,4,15,792.87,0.551,40229
38.147232,-85.59169,Louisville,4,15,793.02,0.551,40291
38.19192,-85.78405,Louisville,4,15,793.13,0.551,40215
38.246721,-85.685261,Louisville,4,15,793.27,0.551,40280
38.26632,-85.79998,Louisville,4,15,793.32,0.551,40212
38.193769,-85.65733,Louisville,4,15,793.14,0.551,40218
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40297
38.141638,-85.68218,Louisville,4,15,793.01,0.551,40219
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40225
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40290
38.188962,-85.676819,Louisville,4,15,793.13,0.551,40231
